application_name	business_name	business_address	address_url	application_type	application_url	pdf_path	markdown_path	ds	latitude	longitude	address_inferred	postal_code
PUBLIC REVIEW and COMMITTEE ACTIONS	NG Events LLC	63 Flushing	https://www.google.com/maps/place/63+Flushing+Ave,+Brooklyn,+NY+11201/@40.6984026,-73.9797732,17z/data=!3m1!4b1!4m6!3m5!1s0x89c25bc8bf2728ff:0xd4fff808687146c6!8m2!3d40.6983986!4d-73.9749023!16s%2Fg%2F11fx0pg36p?entry=ttu	Liquor, Wine, Beer & Cider		agendas/2024_10_02_HESS_agenda.pdf	agenda_markdowns/2024_10_02_HESS_agenda.md	2024-10-02	40.6983825	-73.9726875	Honeybee Robotics, 63, Flushing Avenue, Brooklyn Navy Yard, Brooklyn, Kings County, City of New York, New York, 11205, United States	11205
PUBLIC REVIEW and COMMITTEE ACTIONS	Malka Dumbo LLC	56 Adams	https://maps.app.goo.gl/QmQydM9o8KT3AHLJ6	Liquor, Wine, Beer & Cider		agendas/2024_10_02_HESS_agenda.pdf	agenda_markdowns/2024_10_02_HESS_agenda.md	2024-10-02	40.7025926	-73.9887274	Foragers Market, 56, Adams Street, Dumbo, Brooklyn, Kings County, City of New York, New York, 11201, United States	11201
PUBLIC REVIEW and COMMITTEE ACTION	Mad City Canna LLC	67 Jay	https://maps.app.goo.gl/wLvDrPZuenzBm6WD8	Cannabis Retail License		agendas/2024_11_06_HESS_agenda.pdf	agenda_markdowns/2024_11_06_HESS_agenda.md	2024-11-06	40.7027277	-73.9864056	67, Jay Street, Dumbo, Brooklyn, Kings County, City of New York, New York, 11201, United States	11201
PUBLIC REVIEW and COMMITTEE ACTIONS	St. James Selections	31 Rockwell	https://maps.app.goo.gl/8vGXFgULxK9VwL8eA	Liquor, Wine, Beer & Cider	https://drive.google.com/file/d/1e0QFx7XQrOqbV5SuFvNR1MirJRF39DOi/view?usp=drive_link	agendas/2024_11_06_HESS_agenda.pdf	agenda_markdowns/2024_11_06_HESS_agenda.md	2024-11-06	40.6890418	-73.9791225	The Rockwell Place, 31, Rockwell Place, Fort Greene, Brooklyn, Kings County, City of New York, New York, 11217, United States	11217
PUBLIC REVIEW and COMMITTEE ACTIONS	Malka Dumbo LLC	56 Adams	https://maps.app.goo.gl/QmQydM9o8KT3AHLJ6	Liquor, Wine, Beer & Cider	https://drive.google.com/file/d/1ZRljL7SUr2BWfVnxBV13WzzJ_9DbYF2g/view?usp=drive_link	agendas/2024_11_06_HESS_agenda.pdf	agenda_markdowns/2024_11_06_HESS_agenda.md	2024-11-06	40.7025926	-73.9887274	Foragers Market, 56, Adams Street, Dumbo, Brooklyn, Kings County, City of New York, New York, 11201, United States	11201
PUBLIC REVIEW and COMMITTEE ACTIONS	El Gallo Taqueria	117 Adams	https://maps.app.goo.gl/Ft4PrhdgYeRpJxyf6	Liquor, Wine, Beer & Cider		agendas/2024_11_06_HESS_agenda.pdf	agenda_markdowns/2024_11_06_HESS_agenda.md	2024-11-06	40.7005099	-73.9882196	117, Adams Street, Dumbo, Brooklyn, Kings County, City of New York, New York, 11201, United States	11201
PUBLIC REVIEW and COMMITTEE ACTIONS	Kofee	711 Fulton	https://maps.app.goo.gl/9kRNzBc6is7FZJ5q7	Wine, Beer & Cider	https://drive.google.com/file/d/187EYXwt4OyWrnwHsykNkcyz-Fju1bjh_/view?usp=drive_link	agendas/2024_11_06_HESS_agenda.pdf	agenda_markdowns/2024_11_06_HESS_agenda.md	2024-11-06	40.6874818	-73.9770272	711, Fulton Street, Fort Greene, Brooklyn, Kings County, City of New York, New York, 11217, United States	11217
PUBLIC REVIEW and COMMITTEE ACTION	Elevate Point	203 Jay St	https://maps.app.goo.gl/8rQRKDbd1yAV7vmA7	Behavioral Health Outpatient Program Application	https://drive.google.com/file/d/1VoTmhorfrszBkIkQKbYuFpVeoOYtb0ns/view?usp=drive_link	agendas/2024_12_04_HESS_agenda.pdf	agenda_markdowns/2024_12_04_HESS_agenda.md	2024-12-04	40.6981998	-73.9868804	203, Jay Street, Dumbo, Brooklyn, Kings County, City of New York, New York, 11201, United States	11201
PUBLIC REVIEW and COMMITTEE ACTIONS	Next Stop Vegan	88 Livingston	https://maps.app.goo.gl/51yoprtKU8DreWo99	Wine, Beer & Cider		agendas/2024_12_04_HESS_agenda.pdf	agenda_markdowns/2024_12_04_HESS_agenda.md	2024-12-04	40.691244	-73.9907458	88, Livingston Street, Downtown Brooklyn, Brooklyn, Kings County, City of New York, New York, 11201, United States	11201
PUBLIC REVIEW and COMMITTEE ACTIONS	Spice Grill	441 Myrtle	https://maps.app.goo.gl/KsgSMMuV4aPn8SWFA	Wine, Beer & Cider		agendas/2024_12_04_HESS_agenda.pdf	agenda_markdowns/2024_12_04_HESS_agenda.md	2024-12-04	40.6933333	-73.9680114	Spice & Grill, 441, Myrtle Avenue, Fort Greene, Brooklyn, Kings County, City of New York, New York, 11205, United States	11205
PUBLIC REVIEW and COMMITTEE ACTIONS	Ai Dining	20 Old Fulton	https://maps.app.goo.gl/9JQLSaw6eiPh9RP8A	Liquor, Wine, Beer & Cider		agendas/2024_12_04_HESS_agenda.pdf	agenda_markdowns/2024_12_04_HESS_agenda.md	2024-12-04	40.7025978	-73.9941382	% Arabica, 20, Old Fulton Street, Dumbo, Brooklyn, Kings County, City of New York, New York, 11201, United States	11201
PUBLIC REVIEW and COMMITTEE ACTIONS	Xochitl Taqueria	176 Smith	https://maps.app.goo.gl/hUffJ1qrm8obe1VMA	Liquor, Wine, Beer & Cider		agendas/2024_12_04_HESS_agenda.pdf	agenda_markdowns/2024_12_04_HESS_agenda.md	2024-12-04	40.6857481	-73.9913669	176, Smith Street, Boerum Hill, Brooklyn, Kings County, City of New York, New York, 11201, United States	11201
Eligible for Automatic Waiver of Local Review by District office	Discovery NY	21 Clark	https://maps.app.goo.gl/zXAekPjt7z7JLN3b7	Liquor, Wine, Beer & Cider	https://drive.google.com/file/d/1Up0xVRUJy98qiMXmk87tGDVtjDZmjuTz/view?usp=drive_link	agendas/2024_12_04_HESS_agenda.pdf	agenda_markdowns/2024_12_04_HESS_agenda.md	2024-12-04	40.6984106	-73.9950243	21, Clark Street, Brooklyn Heights, Brooklyn, Kings County, City of New York, New York, 11201, United States	11201
PUBLIC REVIEW and COMMITTEE ACTION	High of Brooklyn, LLC	64 Henry	https://maps.app.goo.gl/Q4T9Rtc7S7erH9Vg9	Cannabis Retail License	https://drive.google.com/file/d/1z-ptBIHFEWtdWkwlkUltITLiZUaoO1Lj/view?usp=drive_link	agendas/2025_01_07_HESS_agenda.pdf	agenda_markdowns/2025_01_07_HESS_agenda.md	2025-01-07	40.6990418	-73.9924972	64, Henry Street, Brooklyn Heights, Brooklyn, Kings County, City of New York, New York, 11201, United States	11201
PUBLIC REVIEW and COMMITTEE ACTIONS	Double Walker Beer LLC	415 Myrtle	https://maps.app.goo.gl/UyjUYxE57vdSw2RV8	Liquor, Wine, Beer & Cider	https://drive.google.com/file/d/1JwLwxYMMmEYNhdnmO4VfD8IVjYa0SuKR/view?usp=drive_link	agendas/2025_01_07_HESS_agenda.pdf	agenda_markdowns/2025_01_07_HESS_agenda.md	2025-01-07	40.6932916	-73.9692304	415, Myrtle Avenue, Fort Greene, Brooklyn, Kings County, City of New York, New York, 11205, United States	11205
PUBLIC REVIEW and COMMITTEE ACTIONS	Le Petit Monstre	82 Washington	https://maps.app.goo.gl/uAMXzQaGigd1obNv6	Liquor, Wine, Beer & Cider	https://drive.google.com/file/d/1GVm-Qe_iKyrbhWv2tMBCgNpXuPVHBYO9/view?usp=drive_link	agendas/2025_01_07_HESS_agenda.pdf	agenda_markdowns/2025_01_07_HESS_agenda.md	2025-01-07	40.6963493	-73.9676548	82, Washington Avenue, Clinton Hill, Brooklyn, Kings County, City of New York, New York, 11205, United States	11205
PUBLIC REVIEW and COMMITTEE ACTIONS	Wildblume	80 Montague	https://maps.app.goo.gl/sLeUQJ2fvrifKqbDA	Liquor, Wine, Beer & Cider	https://drive.google.com/file/d/1hCiY0SITK4ud9EOKabhw5__dcqRg1mLb/view?usp=drive_link	agendas/2025_01_07_HESS_agenda.pdf	agenda_markdowns/2025_01_07_HESS_agenda.md	2025-01-07	40.695111	-73.996258	80, Montague Street, Brooklyn Heights, Brooklyn, Kings County, City of New York, New York, 11201, United States	11201
PUBLIC REVIEW and COMMITTEE ACTIONS	Wildblume	80 Montague	https://maps.app.goo.gl/sLeUQJ2fvrifKqbDA	Wine, Beer & Cider	https://drive.google.com/file/d/1r48T_8uXX2MFTwpe0EZmPLmAojMTXiMb/view?usp=drive_link	agendas/2025_01_07_HESS_agenda.pdf	agenda_markdowns/2025_01_07_HESS_agenda.md	2025-01-07	40.695111	-73.996258	80, Montague Street, Brooklyn Heights, Brooklyn, Kings County, City of New York, New York, 11201, United States	11201
PUBLIC REVIEW and COMMITTEE ACTIONS	Sailor	228 Dekalb	https://maps.app.goo.gl/693dud7wxgAHP3hv5	Alteration	https://drive.google.com/file/d/1XqwGZXyxit7MAHo0354FbU3bifQtt4r6/view?usp=drive_link	agendas/2025_01_07_HESS_agenda.pdf	agenda_markdowns/2025_01_07_HESS_agenda.md	2025-01-07	40.6893919	-73.9703166	Sailor, 228, DeKalb Avenue, Fort Greene, Brooklyn, Kings County, City of New York, New York, 11205, United States	11205
PUBLIC REVIEW and COMMITTEE ACTIONS	Marlinspike Hall LLC	224 Dekalb	https://maps.app.goo.gl/GuBZPyzECMcZDiJGA	Wine, Beer & Cider		agendas/2025_01_07_HESS_agenda.pdf	agenda_markdowns/2025_01_07_HESS_agenda.md	2025-01-07	40.689395	-73.9704066	Mario's Pizzeria, 224, DeKalb Avenue, Fort Greene, Brooklyn, Kings County, City of New York, New York, 11205, United States	11205
PUBLIC REVIEW and COMMITTEE ACTIONS	Pearl Street	147 Front	https://maps.app.goo.gl/QWkJWLGc6UUqyfjY8	Wine, Beer & Cider	https://drive.google.com/file/d/1bx-hrEvX4mGpw09LO5Y6mF7T1ZEmgQYW/view?usp=drive_link	agendas/2025_02_04_HESS_agenda.pdf	agenda_markdowns/2025_02_04_HESS_agenda.md	2025-02-04	40.7025413	-73.9869796	147, Front Street, Dumbo, Brooklyn, Kings County, City of New York, New York, 11201, United States	11201
PUBLIC REVIEW and COMMITTEE ACTIONS	Little Pizza Parlor	192 Duffield	https://maps.app.goo.gl/Xqze8RovMiFnP7wg9	SDWLK	https://drive.google.com/file/d/1YfLO_ZqWfJUlywXw6BtXdcZZvhIGSyix/view?usp=drive_link	agendas/2025_02_04_HESS_agenda.pdf	agenda_markdowns/2025_02_04_HESS_agenda.md	2025-02-04	40.6923924	-73.9844501	192, Duffield Street, Downtown Brooklyn, Brooklyn, Kings County, City of New York, New York, 11201, United States	11201
PUBLIC REVIEW and COMMITTEE ACTIONS	Swamp Kitty LLC	222 Greene	https://maps.app.goo.gl/7wuQWeesNiCZmRuF9	Liquor, Wine, Beer & Cider	https://drive.google.com/file/d/1ezR4PCkWa6JDs7GsD6O8Q6CV6xMGZgRF/view?usp=drive_link	agendas/2025_02_04_HESS_agenda.pdf	agenda_markdowns/2025_02_04_HESS_agenda.md	2025-02-04	40.6869581	-73.9621926	222, Greene Avenue, Clinton Hill, Brooklyn, Kings County, City of New York, New York, 11238, United States	11238
PUBLIC REVIEW and COMMITTEE ACTIONS	Ace Brooklyn	61 Bond	https://maps.app.goo.gl/jSFeUX4SJFCWfbt16	Liquor, Wine, Beer & Cider	https://drive.google.com/file/d/1PKPVDiaIQ5s60vlAYmfIQywEec9FRdLt/view?usp=drive_link	agendas/2025_02_04_HESS_agenda.pdf	agenda_markdowns/2025_02_04_HESS_agenda.md	2025-02-04	40.687746	-73.984155	61, Bond Street, Boerum Hill, Brooklyn, Kings County, City of New York, New York, 11217, United States	11217
PUBLIC REVIEW and COMMITTEE ACTIONS	Shell's Loft	11 Adelphi	https://maps.app.goo.gl/SEVmhLeaQUG1iNAw9	Liquor, Wine, Beer & Cider	https://drive.google.com/file/d/1lzDXsrOkqL5qhTj8J0OlouRj10wXj7CU/view?usp=drive_link	agendas/2025_02_04_HESS_agenda.pdf	agenda_markdowns/2025_02_04_HESS_agenda.md	2025-02-04	40.6975283	-73.9726113	11, Adelphi Street, Fort Greene, Brooklyn, Kings County, City of New York, New York, 11205, United States	11205
PUBLIC REVIEW and COMMITTEE ACTIONS	Cafe Gitane	70 Hudson	https://maps.app.goo.gl/BUZJyuZ52RpBd6pJ8	CHANGE	https://drive.google.com/file/d/18OUoJMfZz6nu8wDjGjrW2pejjQtH1Lcp/view?usp=drive_link	agendas/2025_02_04_HESS_agenda.pdf	agenda_markdowns/2025_02_04_HESS_agenda.md	2025-02-04	40.7028256	-73.9812788	70, Hudson Avenue, Brooklyn Navy Yard, Brooklyn, Kings County, City of New York, New York, 11201, United States	11201
PUBLIC REVIEW and COMMITTEE ACTIONS	Enerugi Ramen	224 Atlantic	https://maps.app.goo.gl/7U6GR3HZMDXiUycZA	Wine, Beer & Cider		agendas/2025_02_04_HESS_agenda.pdf	agenda_markdowns/2025_02_04_HESS_agenda.md	2025-02-04	40.6892797	-73.9918293	224, Atlantic Avenue, Downtown Brooklyn, Brooklyn, Kings County, City of New York, New York, 11201, United States	11201
PUBLIC REVIEW and COMMITTEE ACTIONS	Heretic	270 Clermont	https://maps.app.goo.gl/xRyGB3tU2cNKkHU5A	Wine, Beer & Cider	https://drive.google.com/file/d/1Cf8v8Q-uO3owu1XrX_bMHtA7AoAGmxrz/view?usp=drive_link	agendas/2025_02_04_HESS_agenda.pdf	agenda_markdowns/2025_02_04_HESS_agenda.md	2025-02-04	40.6897992	-73.9703486	270, Clermont Avenue, Fort Greene, Brooklyn, Kings County, City of New York, New York, 11205, United States	11205
PUBLIC REVIEW and COMMITTEE ACTIONS	Floyd	72 Clark	https://maps.app.goo.gl/3ueuErFdzRU57Uuq6	WBC + LWBC	https://drive.google.com/file/d/1IQ_GtTh5qH0NTJ7td_x8LUBsLc-y84R6/view?usp=drive_link	agendas/2025_02_04_HESS_agenda.pdf	agenda_markdowns/2025_02_04_HESS_agenda.md	2025-02-04	40.6974825	-73.9934704	72, Clark Street, Brooklyn Heights, Brooklyn, Kings County, City of New York, New York, 11201, United States	11201
PUBLIC REVIEW and COMMITTEE ACTIONS	Brooklyn Farm/Binc	60 Henry	https://maps.app.goo.gl/yEHqPXc78V6sZkix9	SDWLK	https://drive.google.com/file/d/1xse9yaLUn4NzEWfxBf8NWKAbP2SiI-GZ/view?usp=drive_link	agendas/2025_03_04_HESS_agenda.pdf	agenda_markdowns/2025_03_04_HESS_agenda.md	2025-03-04	40.6992809	-73.9922822	The Binc, 60, Henry Street, Brooklyn Heights, Brooklyn, Kings County, City of New York, New York, 11201, United States	11201
PUBLIC REVIEW and COMMITTEE ACTIONS	Someday Bar NYC	364 Atlantic	https://maps.app.goo.gl/dsqpzbnsSUgX2rBh8	SDWLK	https://drive.google.com/file/d/1v-GJwkIsjd7UB2JOAd4Ge58pU5NhtbxU/view?usp=drive_link	agendas/2025_03_04_HESS_agenda.pdf	agenda_markdowns/2025_03_04_HESS_agenda.md	2025-03-04	40.6872595	-73.9863813	364, Atlantic Avenue, Boerum Hill, Brooklyn, Kings County, City of New York, New York, 11217, United States	11217
PUBLIC REVIEW and COMMITTEE ACTIONS	Grand Army	336 State	https://maps.app.goo.gl/i9xpHX6miE8MpEx68	SDWLK	https://drive.google.com/file/d/1u2EZCnUwUtenUvmYx556nY0cl4TvCeU6/view?usp=drive_link	agendas/2025_03_04_HESS_agenda.pdf	agenda_markdowns/2025_03_04_HESS_agenda.md	2025-03-04	40.6882527	-73.9864952	336, State Street, Boerum Hill, Brooklyn, Kings County, City of New York, New York, 11217, United States	11217
PUBLIC REVIEW and COMMITTEE ACTIONS	Khaosan	128 Montague	https://maps.app.goo.gl/yee1EGs5ymsciaZW7	Wine, Beer & Cider	https://drive.google.com/file/d/10bWHRujzB12aU44tKlpXrqSyfo-cG5aa/view?usp=drive_link	agendas/2025_03_04_HESS_agenda.pdf	agenda_markdowns/2025_03_04_HESS_agenda.md	2025-03-04	40.6945776	-73.9942536	128, Montague Street, Brooklyn Heights, Brooklyn, Kings County, City of New York, New York, 11201, United States	11201
PUBLIC REVIEW and COMMITTEE ACTIONS	957 Myrtle Broadway	14 Grove	https://maps.app.goo.gl/FXWMqrwUrJLyai7H9	Liquor, Wine, Beer & Cider	https://drive.google.com/file/d/1tSDc4lbgA8IuZswmcq0CcZ1w6njoWU86/view?usp=drive_link	agendas/2025_03_04_HESS_agenda.pdf	agenda_markdowns/2025_03_04_HESS_agenda.md	2025-03-04	40.690664	-73.9232461	14, Grove Street, Bushwick, Brooklyn, Kings County, City of New York, New York, 11221, United States	11221
PUBLIC REVIEW and COMMITTEE ACTIONS	Juliana's	19 Old Fulton	https://maps.app.goo.gl/t7aPZ6ZwcCFtLQNZ7	CHANGE + SDWLK	https://drive.google.com/file/d/1R1Hj0ENCtO-fcTeikG_blU8BdofLM0xw/view?usp=drive_link	agendas/2025_03_04_HESS_agenda.pdf	agenda_markdowns/2025_03_04_HESS_agenda.md	2025-03-04	40.7027428	-73.9934333	Juliana's Pizza, 19, Old Fulton Street, Dumbo, Brooklyn, Kings County, City of New York, New York, 11201, United States	11201
PUBLIC REVIEW and COMMITTEE ACTIONS	Alamo Drafthouse	445 Gold	https://maps.app.goo.gl/HytsZXe1wG1JidWS7	Liquor, Wine, Beer & Cider	https://drive.google.com/file/d/1huVt7o5Q8oAR0JsXM3VdTwWy5e6RmTA6/view?usp=drive_link	agendas/2025_03_04_HESS_agenda.pdf	agenda_markdowns/2025_03_04_HESS_agenda.md	2025-03-04	40.693314	-73.9833812	One Medical: City Point Brooklyn, 445, Gold Street, Downtown Brooklyn, Brooklyn, Kings County, City of New York, New York, 11201, United States	11201
PUBLIC REVIEW and COMMITTEE ACTIONS	El Gallo Taqueria	117 Adams	https://maps.app.goo.gl/Ft4PrhdgYeRpJxyf6	Liquor, Wine, Beer & Cider	https://drive.google.com/file/d/1-pM6ryt7DEkYOfX3IDWjIKOmt93VbFhw/view?usp=drive_link	agendas/2025_03_04_HESS_agenda.pdf	agenda_markdowns/2025_03_04_HESS_agenda.md	2025-03-04	40.7005099	-73.9882196	117, Adams Street, Dumbo, Brooklyn, Kings County, City of New York, New York, 11201, United States	11201
PUBLIC REVIEW and COMMITTEE ACTIONS	Golden Ratio	216 1/2 Greene	https://maps.app.goo.gl/J2YvLHyk6KsxQp5U9	Liquor, Wine, Beer & Cider	https://drive.google.com/file/d/1kOTanw5ReGAA3c3onCXVsDaFnRUUc8ZO/view?usp=drive_link	agendas/2025_03_04_HESS_agenda.pdf	agenda_markdowns/2025_03_04_HESS_agenda.md	2025-03-04	40.6869571	-73.9626851	Green Valley Market, 216 1/2, Greene Avenue, Clinton Hill, Brooklyn, Kings County, City of New York, New York, 11238, United States	11238
PUBLIC REVIEW and COMMITTEE ACTIONS	New Amsterdam Dumbo	53 Pearl	https://maps.app.goo.gl/uXszqSQA2EV6ieAy8	Cannabis Retail License	https://drive.google.com/file/d/1LTtHqECxhj9B6fRyvYf2En2Qg6xgPjXD/view?usp=drive_link	agendas/2025_06_03_HESS_agenda.pdf	agenda_markdowns/2025_06_03_HESS_agenda.md	2025-06-03	40.7033826	-73.9873196	53, Pearl Street, Dumbo, Brooklyn, Kings County, City of New York, New York, 11201, United States	11201
PUBLIC REVIEW and COMMITTEE ACTIONS	The Brooklyn Bazaar	56 Jay	https://www.google.com/maps/place/56+Jay+St,+Brooklyn,+NY+11201/@40.703202,-73.9894099,824m/data=!3m2!1e3!4b1!4m6!3m5!1s0x89c25a33b0673691:0x5973630b06beb2a3!8m2!3d40.703202!4d-73.986835!16s%2Fg%2F11dzntdbsl?entry=ttu&g_ep=EgoyMDI1MDMyMy4wIKXMDSoASAFQAw%3D%3D	Cannabis Retail License	https://drive.google.com/file/d/1FmH7IAL2fhEOOXwNKlqqQKmI-Gt62vJy/view?usp=drive_link	agendas/2025_06_03_HESS_agenda.pdf	agenda_markdowns/2025_06_03_HESS_agenda.md	2025-06-03	40.703227	-73.986749	56, Jay Street, Dumbo, Brooklyn, Kings County, City of New York, New York, 11201, United States	11201
PUBLIC REVIEW and COMMITTEE ACTIONS	Vine	81 Fleet	https://maps.app.goo.gl/dRmq7DigEkTkmDHD6	RDWY	https://drive.google.com/file/d/118BjI0hyM5wWbk4itt0_nXGWJDvKKw79/view?usp=drive_link	agendas/2025_06_03_HESS_agenda.pdf	agenda_markdowns/2025_06_03_HESS_agenda.md	2025-06-03	40.6933595	-73.9816105	Vine, 81, Fleet Place, Downtown Brooklyn, Brooklyn, Kings County, City of New York, New York, 11201, United States	11201
PUBLIC REVIEW and COMMITTEE ACTIONS	Brooklyn Express	159 Bridge	https://maps.app.goo.gl/FH6ywDoHUgxDnoPC9	Liquor, Wine, Beer & Cider	https://drive.google.com/file/d/1i4LAdJALOLYiIFFKUzCm7qE8HGu3Niug/view	agendas/2025_06_03_HESS_agenda.pdf	agenda_markdowns/2025_06_03_HESS_agenda.md	2025-06-03	40.6938612	-74.0006003	ONE°15 Brooklyn Marina, 159, Bridge Park Drive, Columbia Street Waterfront District, Brooklyn, Kings County, City of New York, New York, 11201, United States	11201
PUBLIC REVIEW and COMMITTEE ACTIONS	Patsy's Pizzeria	7 Old Fulton	https://maps.app.goo.gl/CUauknDhwXKmXR7X7	Liquor, Wine, Beer & Cider	https://drive.google.com/file/d/1CM595ULFHQdUFKqLfY0QRVnN-g99er0S/view?usp=drive_link	agendas/2025_06_03_HESS_agenda.pdf	agenda_markdowns/2025_06_03_HESS_agenda.md	2025-06-03	40.7029414	-73.9938932	7 Old Fulton, 7, Old Fulton Street, Dumbo, Brooklyn, Kings County, City of New York, New York, 11201, United States	11201
PUBLIC REVIEW and COMMITTEE ACTIONS	Oma Grasa	753 Fulton	https://maps.app.goo.gl/6LBVwhrPkmt6pfPx7	CLASS	https://drive.google.com/file/d/17iTOWHOJltPTx9iQukCXwphllDGNwrFX/view?usp=drive_link	agendas/2025_06_03_HESS_agenda.pdf	agenda_markdowns/2025_06_03_HESS_agenda.md	2025-06-03	40.6865517	-73.9746741	Ma Massa, 753, Fulton Street, Fort Greene, Brooklyn, Kings County, City of New York, New York, 11217, United States	11217
PUBLIC REVIEW and COMMITTEE ACTIONS	Wei's	884 Fulton	https://maps.app.goo.gl/nNJ1GS2YfcGD6ddM7	CLASS		agendas/2025_06_03_HESS_agenda.pdf	agenda_markdowns/2025_06_03_HESS_agenda.md	2025-06-03	40.6831057	-73.9657053	Wei's, 884, Fulton Street, Prospect Heights, Brooklyn, Kings County, City of New York, New York, 11238, United States	11238
PUBLIC REVIEW and COMMITTEE ACTIONS	Grand Canyon Rest.	143 Montague	https://maps.app.goo.gl/569gyKeo2TA99CtdA	Liquor, Wine, Beer & Cider	https://drive.google.com/file/d/1AXyJNDNt_k6g-553G1LxFpPjITy4bU7b/view?usp=drive_link	agendas/2025_06_03_HESS_agenda.pdf	agenda_markdowns/2025_06_03_HESS_agenda.md	2025-06-03	40.6948273	-73.9935591	143, Montague Street, Brooklyn Heights, Brooklyn, Kings County, City of New York, New York, 11201, United States	11201
PUBLIC REVIEW: NY State Cannabis Retail License Applications	DTV Enterprises	314 Livingston	https://maps.app.goo.gl/KT8TurtGH4Rh4r7c7	Cannabis Retail License	https://drive.google.com/file/d/1TDKjBUzqesqDfWhwN4SgzZr-hLNqsywP/view?usp=drive_link	agendas/2023_12_06_HESS_agenda.pdf	agenda_markdowns/2023_12_06_HESS_agenda.md	2023-12-06	40.6880236	-73.9822089	314, Livingston Street, Downtown Brooklyn, Brooklyn, Kings County, City of New York, New York, 11217, United States	11217
PUBLIC REVIEW: NY State Cannabis Retail License Applications	Cannabist	44 Court	https://maps.app.goo.gl/bEZjoBV772YStbez7	Cannabis Retail License	https://drive.google.com/file/d/1qSHtgDUb4eJtFIhW9pv6qE4tp8LwYrB8/view?usp=drive_link	agendas/2023_12_06_HESS_agenda.pdf	agenda_markdowns/2023_12_06_HESS_agenda.md	2023-12-06	40.6927648	-73.991228	Planned Parenthood, 44, Court Street, Downtown Brooklyn, Brooklyn, Kings County, City of New York, New York, 11201, United States	11201
PUBLIC REVIEW: NY State Cannabis Retail License Applications	Green World 374	374 Atlantic	https://maps.app.goo.gl/pv78imwN6RRgtn358	Cannabis Retail License	https://drive.google.com/file/d/1SNOySDp9TxMkOHdYIKArNuwxtBPvbHqs/view?usp=drive_link	agendas/2023_12_06_HESS_agenda.pdf	agenda_markdowns/2023_12_06_HESS_agenda.md	2023-12-06	40.6871499	-73.9860336	374, Atlantic Avenue, Boerum Hill, Brooklyn, Kings County, City of New York, New York, 11217, United States	11217
PUBLIC REVIEW: NY State Cannabis Retail License Applications	Kings County Catalyst	473 Myrtle	https://maps.app.goo.gl/MVpdbSRx6mnzojLY7	Cannabis Retail License		agendas/2023_12_06_HESS_agenda.pdf	agenda_markdowns/2023_12_06_HESS_agenda.md	2023-12-06	40.6935624	-73.9663839	473, Myrtle Avenue, Clinton Hill, Brooklyn, Kings County, City of New York, New York, 11205, United States	11205
PUBLIC REVIEW: NY State Cannabis Retail License Applications	R and R Remedies	530 Fulton	https://maps.app.goo.gl/3Ce6tyWPqk9WPk7g6	Cannabis Retail License		agendas/2023_12_06_HESS_agenda.pdf	agenda_markdowns/2023_12_06_HESS_agenda.md	2023-12-06	40.6890325	-73.9816286	530, Fulton Mall, Downtown Brooklyn, Brooklyn, Kings County, City of New York, New York, 11201, United States	11201
PUBLIC REVIEW: NY State Cannabis Retail License Applications	The Higher Path	530 Fulton	https://maps.app.goo.gl/3Ce6tyWPqk9WPk7g6	Cannabis Retail License		agendas/2023_12_06_HESS_agenda.pdf	agenda_markdowns/2023_12_06_HESS_agenda.md	2023-12-06	40.6890325	-73.9816286	530, Fulton Mall, Downtown Brooklyn, Brooklyn, Kings County, City of New York, New York, 11201, United States	11201
PUBLIC REVIEW: NY State Cannabis Retail License Applications	Picasso Labs	65 Jay	https://maps.app.goo.gl/yzF9CWL4bra7me2a7	Cannabis Retail License		agendas/2023_12_06_HESS_agenda.pdf	agenda_markdowns/2023_12_06_HESS_agenda.md	2023-12-06	40.7028373	-73.9863619	65, Jay Street, Dumbo, Brooklyn, Kings County, City of New York, New York, 11201, United States	11201
PUBLIC REVIEW: NY State Cannabis Retail License Applications	Zenbud	541 Myrtle	https://maps.app.goo.gl/rLSwKffg7nqgVBHw6	Cannabis Retail License		agendas/2023_12_06_HESS_agenda.pdf	agenda_markdowns/2023_12_06_HESS_agenda.md	2023-12-06	40.6939291	-73.9629995	Farmer in the Deli, 541, Myrtle Avenue, Clinton Hill, Brooklyn, Kings County, City of New York, New York, 11205, United States	11205
PUBLIC REVIEW: NY State Cannabis Retail License Applications	Xander Legacy	946 Fulton	https://maps.app.goo.gl/cpW7M2wUAADR49ex6	Cannabis Retail License		agendas/2023_12_06_HESS_agenda.pdf	agenda_markdowns/2023_12_06_HESS_agenda.md	2023-12-06	40.6824458	-73.9630059	946, Fulton Street, Prospect Heights, Brooklyn, Kings County, City of New York, New York, 11238, United States	11238
PUBLIC REVIEW: NY State Cannabis Retail License Applications	Hop Stock & Barrel IV	339 Atlantic	https://maps.app.goo.gl/VFEinU5f5jm92cRv9	Cannabis Retail License		agendas/2023_12_06_HESS_agenda.pdf	agenda_markdowns/2023_12_06_HESS_agenda.md	2023-12-06	40.6880268	-73.9871775	339, Atlantic Avenue, Boerum Hill, Brooklyn, Kings County, City of New York, New York, 11201, United States	11201
